Date,Category,Amount
2025-11-30,food & Dining,380.44
2025-11-30,Travel & Transportation,107.09
2025-11-30,Bills & Utilities,406.08
2025-11-30,Entertainment,0.0
2025-11-30,shopping,0.0
2025-11-30,health & Medical,0.0
2025-11-30,Education,0.0
2025-12-01,food & Dining,336.59
2025-12-01,Travel & Transportation,137.64
2025-12-01,Bills & Utilities,580.07
2025-12-01,Entertainment,0.0
2025-12-01,shopping,125.27
2025-12-01,health & Medical,0.0
2025-12-01,Education,0.0
2025-12-02,food & Dining,326.75
2025-12-02,Travel & Transportation,90.73
2025-12-02,Bills & Utilities,289.54
2025-12-02,Entertainment,0.0
2025-12-02,shopping,49.11
2025-12-02,health & Medical,0.0
2025-12-02,Education,0.0
2025-12-03,food & Dining,226.97
2025-12-03,Travel & Transportation,135.74
2025-12-03,Bills & Utilities,567.51
2025-12-03,Entertainment,0.0
2025-12-03,shopping,0.0
2025-12-03,health & Medical,0.0
2025-12-03,Education,0.0
2025-12-04,food & Dining,343.96
2025-12-04,Travel & Transportation,41.95
2025-12-04,Bills & Utilities,485.06
2025-12-04,Entertainment,0.0
2025-12-04,shopping,0.0
2025-12-04,health & Medical,0.0
2025-12-04,Education,0.0
2025-12-05,food & Dining,387.66
2025-12-05,Travel & Transportation,89.05
2025-12-05,Bills & Utilities,415.95
2025-12-05,Entertainment,0.0
2025-12-05,shopping,0.0
2025-12-05,health & Medical,0.0
2025-12-05,Education,0.0
2025-12-06,food & Dining,304.57
2025-12-06,Travel & Transportation,105.8
2025-12-06,Bills & Utilities,630.99
2025-12-06,Entertainment,0.0
2025-12-06,shopping,185.24
2025-12-06,health & Medical,0.0
2025-12-06,Education,0.0
2025-12-07,food & Dining,273.6
2025-12-07,Travel & Transportation,140.59
2025-12-07,Bills & Utilities,177.9
2025-12-07,Entertainment,0.0
2025-12-07,shopping,0.0
2025-12-07,health & Medical,100.21
2025-12-07,Education,0.0
2025-12-08,food & Dining,376.58
2025-12-08,Travel & Transportation,140.99
2025-12-08,Bills & Utilities,426.23
2025-12-08,Entertainment,198.06
2025-12-08,shopping,0.0
2025-12-08,health & Medical,0.0
2025-12-08,Education,0.0
2025-12-09,food & Dining,257.28
2025-12-09,Travel & Transportation,87.91
2025-12-09,Bills & Utilities,527.22
2025-12-09,Entertainment,0.0
2025-12-09,shopping,0.0
2025-12-09,health & Medical,0.0
2025-12-09,Education,0.0
2025-12-10,food & Dining,394.84
2025-12-10,Travel & Transportation,85.49
2025-12-10,Bills & Utilities,475.33
2025-12-10,Entertainment,0.0
2025-12-10,shopping,248.29
2025-12-10,health & Medical,0.0
2025-12-10,Education,0.0
2025-12-11,food & Dining,315.72
2025-12-11,Travel & Transportation,89.23
2025-12-11,Bills & Utilities,572.98
2025-12-11,Entertainment,84.83
2025-12-11,shopping,0.0
2025-12-11,health & Medical,0.0
2025-12-11,Education,371.32
2025-12-12,food & Dining,271.27
2025-12-12,Travel & Transportation,97.54
2025-12-12,Bills & Utilities,599.12
2025-12-12,Entertainment,0.0
2025-12-12,shopping,223.83
2025-12-12,health & Medical,0.0
2025-12-12,Education,176.04
2025-12-13,food & Dining,340.66
2025-12-13,Travel & Transportation,74.68
2025-12-13,Bills & Utilities,325.63
2025-12-13,Entertainment,160.98
2025-12-13,shopping,0.0
2025-12-13,health & Medical,0.0
2025-12-13,Education,0.0
2025-12-14,food & Dining,385.01
2025-12-14,Travel & Transportation,100.42
2025-12-14,Bills & Utilities,556.38
2025-12-14,Entertainment,0.0
2025-12-14,shopping,0.0
2025-12-14,health & Medical,0.0
2025-12-14,Education,0.0
2025-12-15,food & Dining,299.4
2025-12-15,Travel & Transportation,66.38
2025-12-15,Bills & Utilities,494.26
2025-12-15,Entertainment,146.44
2025-12-15,shopping,0.0
2025-12-15,health & Medical,143.15
2025-12-15,Education,0.0
2025-12-16,food & Dining,332.33
2025-12-16,Travel & Transportation,92.29
2025-12-16,Bills & Utilities,527.76
2025-12-16,Entertainment,0.0
2025-12-16,shopping,120.25
2025-12-16,health & Medical,0.0
2025-12-16,Education,0.0
2025-12-17,food & Dining,294.12
2025-12-17,Travel & Transportation,100.45
2025-12-17,Bills & Utilities,308.27
2025-12-17,Entertainment,0.0
2025-12-17,shopping,295.23
2025-12-17,health & Medical,0.0
2025-12-17,Education,0.0
2025-12-18,food & Dining,320.06
2025-12-18,Travel & Transportation,121.58
2025-12-18,Bills & Utilities,681.98
2025-12-18,Entertainment,0.0
2025-12-18,shopping,0.0
2025-12-18,health & Medical,0.0
2025-12-18,Education,0.0
2025-12-19,food & Dining,292.64
2025-12-19,Travel & Transportation,80.3
2025-12-19,Bills & Utilities,587.4
2025-12-19,Entertainment,155.49
2025-12-19,shopping,0.0
2025-12-19,health & Medical,197.05
2025-12-19,Education,0.0
2025-12-20,food & Dining,335.38
2025-12-20,Travel & Transportation,143.09
2025-12-20,Bills & Utilities,429.61
2025-12-20,Entertainment,76.17
2025-12-20,shopping,0.0
2025-12-20,health & Medical,0.0
2025-12-20,Education,0.0
2025-12-21,food & Dining,398.35
2025-12-21,Travel & Transportation,98.83
2025-12-21,Bills & Utilities,624.97
2025-12-21,Entertainment,0.0
2025-12-21,shopping,194.45
2025-12-21,health & Medical,0.0
2025-12-21,Education,0.0
2025-12-22,food & Dining,288.51
2025-12-22,Travel & Transportation,103.67
2025-12-22,Bills & Utilities,458.1
2025-12-22,Entertainment,92.28
2025-12-22,shopping,0.0
2025-12-22,health & Medical,0.0
2025-12-22,Education,0.0
2025-12-23,food & Dining,322.81
2025-12-23,Travel & Transportation,8.66
2025-12-23,Bills & Utilities,602.16
2025-12-23,Entertainment,250.55
2025-12-23,shopping,0.0
2025-12-23,health & Medical,0.0
2025-12-23,Education,0.0
2025-12-24,food & Dining,244.16
2025-12-24,Travel & Transportation,66.46
2025-12-24,Bills & Utilities,653.92
2025-12-24,Entertainment,0.0
2025-12-24,shopping,0.0
2025-12-24,health & Medical,0.0
2025-12-24,Education,0.0
2025-12-25,food & Dining,323.73
2025-12-25,Travel & Transportation,121.23
2025-12-25,Bills & Utilities,617.83
2025-12-25,Entertainment,0.0
2025-12-25,shopping,0.0
2025-12-25,health & Medical,0.0
2025-12-25,Education,280.95
2025-12-26,food & Dining,304.49
2025-12-26,Travel & Transportation,107.25
2025-12-26,Bills & Utilities,530.14
2025-12-26,Entertainment,147.44
2025-12-26,shopping,0.0
2025-12-26,health & Medical,0.0
2025-12-26,Education,0.0
2025-12-27,food & Dining,277.43
2025-12-27,Travel & Transportation,69.46
2025-12-27,Bills & Utilities,417.78
2025-12-27,Entertainment,59.87
2025-12-27,shopping,0.0
2025-12-27,health & Medical,0.0
2025-12-27,Education,0.0
2025-12-28,food & Dining,236.49
2025-12-28,Travel & Transportation,109.18
2025-12-28,Bills & Utilities,476.89
2025-12-28,Entertainment,0.0
2025-12-28,shopping,355.48
2025-12-28,health & Medical,0.0
2025-12-28,Education,0.0
2025-12-29,food & Dining,351.9
2025-12-29,Travel & Transportation,122.93
2025-12-29,Bills & Utilities,672.8
2025-12-29,Entertainment,0.0
2025-12-29,shopping,244.98
2025-12-29,health & Medical,0.0
2025-12-29,Education,0.0
2025-12-30,food & Dining,277.78
2025-12-30,Travel & Transportation,113.93
2025-12-30,Bills & Utilities,560.91
2025-12-30,Entertainment,0.0
2025-12-30,shopping,231.76
2025-12-30,health & Medical,87.49
2025-12-30,Education,0.0
2025-12-31,food & Dining,284.2
2025-12-31,Travel & Transportation,109.43
2025-12-31,Bills & Utilities,543.92
2025-12-31,Entertainment,0.0
2025-12-31,shopping,0.0
2025-12-31,health & Medical,0.0
2025-12-31,Education,0.0
